date,exitPagePath,sessions,users,timeOnPage,goal13Completions,goal17Completions
2020-03-02,/?fbclid=IwAR0ZA9whAyV12B8YrZFecyAzvIRimVOO5rImsDx65X1L_2zDeAM_VSUHNaA,1,1,1723,0,0
2020-03-02,/courses/r-programming-data-analysis/,1,24,957,0,0
2020-03-02,/courses/professional-software-development/?preview_id=23&preview_nonce=a772935ada&preview=true,1,1,37,0,0
2020-03-02,/courses/data-analysis/apply/,1,1,209,0,0
2020-03-02,/blog/page/2/,1,1,140,0,0
2020-03-02,/summer-school-2020/?fbclid=IwAR2X2j3Su0yg9RBiRYhdRnT3tGJciHI-q9qtXxC_P1NnItnP61i5lMjA6Z8,1,1,0,0,0
2020-03-02,/about-us/,2,1,114,0,0
2020-03-02,/blog/learn-to-code-working/,1,1,51,0,0
2020-03-02,/courses/bespoke-courses/,12,3,4205,0,0
2020-03-02,/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=1122eb4f63,1,6,0,0,0
2020-03-02,/courses/,1,3,0,0,0
2020-03-02,/courses/r-programming-data-analysis/,4,7,36,0,0
2020-03-02,/for-employers/,3,2,8,0,0
2020-03-02,/blog/inoapps-partner-of-the-month/,7,1,0,0,0
2020-03-02,/blog/built-munro-bagger-site/,3,1,0,0,0
2020-03-02,/courses/thank-you-for-joining-sql-for-data-analysis/,2,2,332,0,0
2020-03-02,/pre-course-work/,3,2,60,0,0
2020-03-02,/pre-course-work/,10,1,1449,0,0
2020-03-02,/courses/understand-software-applications/,10,1,0,0,0
2020-03-02,(not set),8,12,355,0,0
2020-03-02,/blog/meet-the-team-niall-morris/,2,16,42,0,0
2020-03-02,/events/,3,1,0,0,0
2020-03-02,/about-us/join-us/,10,3,254,0,0
2020-03-02,/courses/data-courses/,3,2,0,0,0
2020-03-02,/summer-school-2020/?+CSS+launch_COPY_01=&mc_cid=4dff83231a&mc_eid=cebe6294b1,3,2,181,0,0
2020-03-02,/courses/professional-software-development/curriculum/,1,1,0,0,0
2020-03-02,/courses/learn-html-css/,4,1,233,0,0
2020-03-02,/blog/day-life-web-developer/,1,7,0,0,0
2020-03-02,/about-us/our-team/our-board/,1,10,692,0,0
2020-03-02,/webinars/,1,2,0,0,0
2020-03-02,/for-employers/hire-with-codeclan/,1,1,28,0,0
2020-03-02,/blog/first-developer-job-advice/,2,1,7781,0,0
2020-03-02,/enquire/,1,1,24,0,0
2020-03-02,/courses/professional-software-development/application-and-dates/,2,1,0,0,0
2020-03-02,/laptop-competition-tcs/,19,4,483,0,0
2020-03-02,/courses/,2,1,196,0,0
2020-03-02,/blog/learn-to-code-working/,2,1,315,0,0
2020-03-02,/events/?fbclid=IwAR1fixUbfgW2fCEZvBkaMYoDCz_KCjzojzDeIjJiLqE5vFUTo6U4d9AVMCw,3,3,37,0,0
2020-03-02,/blog/7-celebrities-didnt-know-code/,2,1,2781,0,0
2020-03-02,/courses/pay-with-knoma/?preview_id=27246&preview_nonce=99db139205&preview=true,1,2,3236,0,0
2020-03-02,/the-codeclan-experience/,1,1,633,0,0
2020-03-02,/blog/2018-our-year-in-review/,1,1,4821,0,0
2020-03-02,/courses/,8,1,93,0,0
2020-03-02,/for-employers/graduates-for-hire/?mc_cid=3f0d7e8e61&mc_eid=3aea146078,1,7,1282,0,0
2020-03-02,/events/,1,1,1588,0,0
2020-03-02,/courses/professional-software-development/apply/,2,3,0,0,0
2020-03-02,/enquire/,1,2,818,0,0
2020-03-02,/data-analysis-announcement/,1,27,458,0,0
2020-03-02,/courses/professional-software-development/cost-and-funding/,2,1,1000,0,0
2020-03-02,/blog/get-involved-with-codeclans-client-xperience-programme/,1,3,1,0,0
2020-03-02,/courses/agile-for-effective-teams/,1,1,9,0,0
2020-03-02,/for-employers/hire-with-codeclan/?fbclid=IwAR26xlLXIFejekl35nhsC1IpMxbNw991Nas_yYlxe6bNG0avAVe54L3aH5Y,1,7,675,0,0
2020-03-02,/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=5eccecc380,3,11,0,0,0
2020-03-02,/summer-school-2020/?mc_cid=94db439b5b&mc_eid=3c3601b5ed,1,2,1671,0,0
2020-03-02,/events/,3,1,0,0,0
2020-03-02,/blog/retrain-as-a-data-analyst/,3,4,3139,0,0
2020-03-03,/blog/peter-support-engineer-freeagent/,1,9,0,0,0
2020-03-03,/courses/ux-design-fundamentals/?mc_cid=251d33717e&mc_eid=5d5832c32c,1,6,311,0,0
2020-03-03,/blog/ask-for-help-coding/,2,1,0,0,0
2020-03-03,/blog/inoapps-partner-of-the-month/,1,15,0,0,0
2020-03-03,/?fbclid=IwAR39oSRSzW85btF2cEXvv2_2Mlh3iyZe1t8eO8Fqr1QSGUZ4E2LfD3uY_7g,1,1,66,0,0
2020-03-03,/courses/,1,5,0,0,0
2020-03-03,/about-us/our-team/,4,2,265,0,0
2020-03-03,/blog/career-in-data-paul-van-loon/,1,2,317,0,0
2020-03-03,/data-analysis-announcement/?li_fat_id=c5688e34-6277-46c9-ba97-0a70e0ef698d,2,2,844,0,0
2020-03-03,/courses/data-analysis/application-process/,1,1,1851,0,0
2020-03-03,/blog/learn-to-code-working/,1,1,645,0,0
2020-03-03,/,1,1,0,0,0
2020-03-03,/courses/learn-javascript/?mc_cid=f89ae701a7&mc_eid=f12c8eb62b,1,1,0,0,0
2020-03-03,/courses/data-analysis/?fbclid=IwAR1ktkK9a-2nAFwOhMJqmKqFBZMzCiCseIxrZ1yF-PT33nLgC_yUIZIIgdE,3,3,437,0,0
2020-03-03,/courses/professional-software-development/curriculum/,1,3,192,0,0
2020-03-03,/courses/edaid-apply/,1,14,2076,0,0
2020-03-03,/courses/data-analysis/,1,1,419,0,0
2020-03-03,/courses/full-stack-web-development/cost-and-funding/,1,1,43,0,0
2020-03-03,/blog/category/whats-new/,1,1,29,0,0
2020-03-03,/courses/bespoke-courses/,1,2,7,0,0
2020-03-03,/courses/python-for-data-analysis/,2,4,656,0,0
2020-03-03,/blog/best-podcasts-coders-programmers/,1,3,55,0,0
2020-03-03,/blog/leaving-oil-gas-for-a-career-in-tech-roberts-story/,1,1,3203,0,0
2020-03-03,/summer-school-2020/?+CSS+launch=&mc_cid=7d6b21ce35&mc_eid=b894bf9645,47,1,1770,0,0
2020-03-03,/about-us/our-team/our-board/,1,4,308,0,0
2020-03-03,/blog/highlands-here-we-come/,8,2,346,0,0
2020-03-03,/courses/ux-design-fundamentals/,2,2,514,0,0
2020-03-03,/blog/linda-scott-codeclan-cmo/,1,17,324,0,0
2020-03-03,/blog/meet-emma-from-primary-teacher-to-front-end-developer/?fbclid=IwAR2RB5qdBwgvOBgwMT4DjntUYt4MXZBzHzCyuDkCl9X84l_C18Nta7B2muw,20,2,4457,0,0
2020-03-03,/about-us/become-a-data-instructor/,5,1,998,0,0
2020-03-03,/courses/ux-design-fundamentals/,6,1,0,0,0
2020-03-03,/blog/,4,1,0,0,0
2020-03-03,/courses/data-analysis/apply/,1,3,0,0,0
2020-03-03,/blog/meet-the-team-aileen-mcdonald/,1,1,0,0,0
2020-03-03,/blog/9-websites-start-coding-journey/,1,1,0,0,0
2020-03-03,/Edinburgh/,7,1,0,0,0
2020-03-03,/courses/r-programming-data-analysis/,1,1,684,0,0
2020-03-03,/summer-school-2020/,6,4,0,0,0
2020-03-03,/blog/free-courses-launched-techmums/,2,1,0,0,0
2020-03-03,/,1,6,0,0,0
2020-03-03,/about-us/become-a-ta-data/,1,1,115,0,0
2020-03-03,/blog/best-podcasts-coders-programmers/,1,2,1590,0,0
2020-03-03,/edinburgh/,1,3,0,0,0
2020-03-03,/courses/ux-design-fundamentals/,1,2,0,0,0
2020-03-03,/events/partner-events/,5,3,78,0,0
2020-03-03,/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=ee3357f529,1,1,0,0,0
2020-03-03,/courses/ux-design-fundamentals/,5,1,689,0,0
2020-03-03,/summer-school-2020/,3,2,0,0,0
2020-03-03,/blog/7-celebrities-didnt-know-code/,2,1,0,0,0
2020-03-03,/courses/data-analysis/thank-you-data-pack-download/,3,1,958,0,0
2020-03-03,/summer-school-2020/?mc_cid=94db439b5b&mc_eid=10640b60db,1,6,915,0,0
2020-03-03,/courses/ux-design-fundamentals/,29,5,650,0,0
2020-03-03,/blog/free-courses-launched-techmums/,2,1,0,0,0
2020-03-03,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,1,2,328,0,0
2020-03-03,/courses/data-analysis/info-pack/,2,1,1981,0,0
2020-03-03,/courses/,1,3,970,0,0
2020-03-03,/courses/python-for-developers/,1,3,0,0,0
2020-03-03,/summer-school-2020/?mc_cid=f7feb03915&mc_eid=5dc452b76e,1,3,764,0,0
2020-03-03,/for-employers/community-outreach/,1,9,0,0,0
2020-03-03,/courses/professional-software-development/curriculum/,1,1,319,0,0
2020-03-03,/?fbclid=IwAR3b1EkGAeM74mjvW96Y92IgXKz3VPEDzSmoxb4Sd6Y8tKXU-VHKw07b4H8,6,1,773,0,0
2020-03-03,/summer-school-2020/,1,1,92,0,0
2020-03-03,/blog/7-reasons-to-study-data-analysis-at-codeclan/,17,1,0,0,0
2020-03-03,/blog/built-munro-bagger-site/,1,5,298,0,0
2020-03-03,/edinburgh/,1,1,502,0,0
2020-03-03,/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=0b06ec4d60,1,2,133,0,0
2020-03-03,/about-us/join-us/partner-account-manager-smes/,2,1,447,0,0
2020-03-03,/summer-school-2020/?mc_cid=94db439b5b&mc_eid=60a61795f1,22,17,0,0,0
2020-03-03,/data-analysis-announcement/dataset-exercise/,3,1,102,0,0
2020-03-03,/blog/what-is-javascript-and-why-learn-it/,1,2,940,0,0
2020-03-03,/blog/meet-emma-from-primary-teacher-to-front-end-developer/?fbclid=IwAR2NU69Y995egfubalBj7BbcAh_NoJhHji9cCdgNRROj1nT3rnFVqNiSbLQ,1,9,86,0,0
2020-03-03,/courses/thank-you-for-your-application/,1,1,0,0,0
2020-03-03,/?fbclid=IwAR2jZ2pkoAzcJUt8k5ATmP0NKf7i0SxDZTOB9M2OTnFDYOSX5DAQRDqjO_I,1,1,448,0,0
2020-03-03,/courses/managing-growth-with-agile/,1,1,2769,0,0
2020-03-03,/blog/5-steps-to-a-brand-new-skillset-by-january/,4,6,0,0,0
2020-03-03,/blog/2018-our-year-in-review/,1,1,4067,0,0
2020-03-04,/blog/what-is-javascript-and-why-learn-it/,1,1,1773,0,0
2020-03-04,/blog/scottish-companies-tech-gender-gap/,1,1,0,0,0
2020-03-04,/courses/data-analysis/thank-you-data-pack-download/,18,1,1220,0,0
2020-03-04,/courses/managing-growth-with-agile/,5,2,104,0,0
2020-03-04,/courses/professional-software-development/curriculum/,2,1,5105,0,0
2020-03-04,/blog/,1,6,0,0,0
2020-03-04,/2020-psd-course-page/?preview_id=27154&preview_nonce=13396c5c8e&preview=true,2,1,343,0,0
2020-03-04,/for-employers/employer-case-studies/zonal-case-study/,1,2,2360,0,0
2020-03-04,/events/,13,1,65,0,0
2020-03-04,/blog/codebar-edinburgh-glasgow-coding/,1,1,30,0,0
2020-03-04,/courses/professional-software-development/thank-you-syllabus-download/,9,1,0,0,0
2020-03-04,/for-employers/,2,2,4006,0,0
2020-03-04,/for-employers/become-a-partner/,11,1,0,0,0
2020-03-04,/blog/9-common-misconceptions-coding/,2,8,459,0,0
2020-03-04,/courses/managing-data-business-insights/,15,9,157,0,0
2020-03-04,/courses/web-development/,2,4,0,0,0
2020-03-04,/courses/full-stack-web-development/,4,1,7355,0,0
2020-03-04,/courses/full-stack-web-development/apply-inverness/,1,4,0,0,0
2020-03-04,/blog/best-podcasts-coders-programmers/,4,4,514,0,0
2020-03-04,/courses/understand-software-applications/,3,2,13,0,0
2020-03-04,/courses/data-analysis/apply/,1,1,0,0,0
2020-03-04,/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=050dadd5cf,8,3,631,0,0
2020-03-04,/blog/7-celebrities-didnt-know-code/,3,5,207,0,0
2020-03-04,/for-employers/client-xperience/,1,2,0,0,0
2020-03-04,/data-analysis-announcement/dataset-exercise/,1,3,291,0,0
2020-03-04,/courses/edaid-apply/,3,1,892,0,0
2020-03-04,/blog/meet-employers-andrew-lints-craneware/,1,3,535,0,0
2020-03-04,/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=0526ee545a,1,1,0,0,0
2020-03-04,/blog/,1,1,217,0,0
2020-03-04,/,1,1,0,0,0
2020-03-04,/webinars/?fbclid=IwAR0d6gwHM6L-UUuUsf--brIHvFKEFwxgQrAbDzz7aJPVZELAxUlawalfv4Y,1,1,0,0,0
2020-03-04,/about-us/our-team/,1,4,0,0,0
2020-03-04,/blog/linda-scott-codeclan-cmo/,1,2,53,0,0
2020-03-04,/about-us/our-team/,1,1,1880,0,0
2020-03-04,/courses/learn-javascript/?mc_cid=f89ae701a7&mc_eid=5eaf4e654c,7,1,261,0,0
2020-03-04,/pre-course-work/,17,2,0,0,0
2020-03-04,/courses/data-analysis/,2,3,2052,0,0
2020-03-04,/data-analysis-announcement/,47,1,0,0,0
2020-03-04,/courses/professional-software-development/,1,1,58,0,0
2020-03-04,/blog/7-celebrities-didnt-know-code/,1,8,0,0,0
2020-03-04,/courses/managing-data/?fbclid=IwAR2Ur-vCcsRz8nZ7tB7FcoBmfZVuKz1g7mx90p-TyWcAQqt8Q_V4Xr9uKYE,2,10,1904,0,0
2020-03-04,/blog/5-reasons-edinburgh-best-place-live-uk/,1,2,112,0,0
2020-03-04,/blog/,2,3,523,0,0
2020-03-04,/courses/ux-design-fundamentals/,1,11,612,0,0
2020-03-04,/courses/ux-design-fundamentals/?mc_cid=251d33717e&mc_eid=51df547c4f,1,42,0,0,0
2020-03-04,/for-employers/,3,1,2262,0,0
2020-03-04,/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=8bde88b2b7,2,1,3343,0,0
2020-03-04,/for-employers/client-xperience/,2,2,12,0,0
2020-03-04,/summer-school-2020/,3,1,0,0,0
2020-03-04,/data-analysis-announcement/,1,2,249,0,0
2020-03-04,/about-us/become-an-instructor/,3,3,75,0,0
2020-03-04,/courses/professional-software-development/student-projects/,1,40,2,0,0
2020-03-04,/summer-school-2020/,3,1,147,0,0
2020-03-04,/,35,2,0,0,0
2020-03-04,/blog/hire-developer-screening-candidates/,1,3,0,0,1
2020-03-04,/courses/professional-software-development/thank-you-syllabus-download/,23,13,199,0,0
2020-03-04,/about-us/become-a-ta-data/,5,11,0,0,0
2020-03-04,/data-analysis-announcement/,1,2,0,0,0
2020-03-04,/blog/learn-to-code-working/,1,4,562,0,0
2020-03-04,/about-us/,3,1,575,0,0
2020-03-04,/courses/learn-javascript/?+CSS+launch=&mc_cid=7d6b21ce35&mc_eid=97dd56dad8,1,4,0,0,0
2020-03-04,/blog/first-developer-job-advice/,1,1,1721,0,0
2020-03-04,/pre-course-work-data-analysis/,3,4,3499,0,0
2020-03-04,/admissions-track/,1,1,0,0,0
2020-03-04,/,1,1,238,0,0
2020-03-04,/enquire/,1,2,0,0,0
2020-03-04,/courses/professional-software-development/cost-and-funding/,1,1,0,0,0
2020-03-04,/blog/9-common-misconceptions-coding/,2,24,0,0,0
2020-03-04,/blog/peter-support-engineer-freeagent/,2,4,0,0,1
2020-03-04,/the-codeclan-experience/the-alumni/,14,1,398,0,0
2020-03-04,/courses/data-analysis/,1,1,1156,0,2
2020-03-04,/,1,2,65,0,0
2020-03-04,/courses/,1,2,0,0,0
2020-03-04,/courses/data-analysis/application-process/,10,1,1440,0,0
2020-03-04,/enquire/,1,1,0,0,0
2020-03-05,/courses/python-for-data-analysis/?fbclid=IwAR2FUBk-fWRwfs8cNU2W4L1i45QVYMpir090k0TDT1P2lNPGxCffdqqPnMU,1,14,391,0,0
2020-03-05,/about-us/our-team/,2,1,500,0,0
2020-03-05,/?fbclid=IwAR0hbvK9hSHFCYtmJFNShYdiY5B2Qwg6GNWWRuH-f8dLBuj_gLBTnY0Qsp4,1,2,0,0,0
2020-03-05,/courses/data-analysis/apply/,19,2,0,0,0
2020-03-05,/blog/new-funding-opens-up-careers-in-coding/,1,1,95,0,0
2020-03-05,/courses/data-analysis/thank-you-data-pack-download/,8,3,25,0,0
2020-03-05,/courses/professional-software-development/,1,1,0,0,0
2020-03-05,/courses/professional-software-development/apply/,2,1,0,0,0
2020-03-05,/blog/how-codeclan-pivoted-to-embrace-change/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=81fdef43dd,4,1,57,0,0
2020-03-05,/blog/9-common-misconceptions-coding/,1,13,1187,0,0
2020-03-05,/courses/learn-javascript/?fbclid=IwAR0maYNT5PpuCP9MIk9AdoCDUL-4pWADAeALDld69tfkl_AIw4JOGALSW8U,1,3,0,0,0
2020-03-05,/pre-course-work-data-analysis/,2,6,268,0,0
2020-03-05,/enquire/,1,12,3464,0,0
2020-03-05,/courses/thank-you-for-joining-our-short-course/,1,1,615,0,0
2020-03-05,/courses/data-analysis/info-pack/,1,4,243,0,0
2020-03-05,/courses/visualisation-r/,1,1,0,0,0
2020-03-05,/blog/apply-immersive-programming-course/,1,30,0,0,0
2020-03-05,/events/,1,1,0,0,0
2020-03-05,/courses/ux-design-fundamentals/?mc_cid=7498e3d6f4&mc_eid=fe8b2fd336,10,5,120,0,0
2020-03-05,/blog/meet-emma-from-primary-teacher-to-front-end-developer/,1,1,1178,0,0
2020-03-05,/blog/built-munro-bagger-site/,5,2,0,0,0
2020-03-05,/blog/first-developer-job-advice/,1,36,27,0,0
2020-03-05,/pre-course-work/,1,4,195,0,0
2020-03-05,/blog/make-most-of-github/,2,16,0,0,0
2020-03-05,/pre-course-work/,1,9,160,0,0
2020-03-05,/blog/best-podcasts-coders-programmers/,1,3,20,0,0
2020-03-05,/courses/data-analysis/info-pack/,1,1,4473,0,0
2020-03-05,/blog/codeclan-ceo-melinda-matthews/,1,1,0,0,0
2020-03-05,/about-us/become-a-ta-data/,1,15,551,0,0
2020-03-05,/blog/learn-to-code-working/,2,1,0,0,0
2020-03-05,/courses/python-for-data-analysis/?fbclid=IwAR0Jsaf_n1iFkrHVxIGtOMzBh3clopsEe-MDAAD4kujn_xu5ShvfYlrBt7U,18,1,109,0,0
2020-03-05,/glasgow/,10,1,111,0,0
2020-03-05,/about-us/join-us/partner-account-manager-smes/,1,1,0,0,0
2020-03-05,/courses/learn-javascript/?mc_cid=dd2f1dea6d&mc_eid=87231f000b,1,1,0,0,0
2020-03-05,/blog/make-most-of-github/,1,1,878,0,0
2020-03-05,/for-employers/,3,1,300,0,0
2020-03-05,/enquire/,1,1,0,0,0
2020-03-05,/courses/data-analysis/cost-and-funding/,1,4,0,0,0
2020-03-05,/courses/professional-software-development/thank-you-syllabus-download/,2,4,0,0,0
2020-03-05,/courses/short-courses/,1,2,142,0,0
2020-03-05,/Glasgow/,2,1,0,0,0
2020-03-05,/courses/professional-software-development/curriculum/,1,1,0,0,0
2020-03-05,/courses/edinburgh/,6,1,57,0,0
2020-03-05,/summer-school-2020/?+CSS+launch=&mc_cid=7d6b21ce35&mc_eid=9e636cc0cf,2,4,0,0,0
2020-03-05,/courses/professional-software-development/cost-and-funding/,1,26,496,0,0
2020-03-05,/courses/professional-software-development/apply/,6,2,2193,0,0
2020-03-05,/enquire/,10,1,63,0,0
2020-03-05,/blog/best-podcasts-coders-programmers/,2,35,603,0,0
2020-03-05,/blog/,37,1,0,0,0
2020-03-05,/blog/meet-the-team-aileen-mcdonald/,1,1,346,0,0
2020-03-05,/courses/python-for-data-analysis/,1,1,259,0,0
2020-03-05,/blog/linda-scott-codeclan-cmo/,1,2,3797,0,0
2020-03-05,/blog/overcoming-your-interview-fears/,1,2,286,0,0
2020-03-05,/pre-course-work/,8,1,340,0,0
2020-03-05,/blog/primary-teacher-to-java-developer/,4,1,10609,0,0
2020-03-05,/courses/python-for-developers/,1,1,5,0,0
2020-03-05,/courses/,14,8,0,0,0
2020-03-05,/courses/data-analysis/info-pack/,1,1,126,0,0
2020-03-05,/courses/,1,1,180,0,0
2020-03-05,/summer-school-2020/,1,18,0,0,0
2020-03-05,/blog/weve-teamed-up-with-lloyds-banking-group-to-drive-diversity-in-the-tech-industry/,1,1,0,0,0
2020-03-05,/?fbclid=IwAR33TGtNxMM2PpP5pEWxY-uJVK0HyiRaBE4ifBWUxn3z9Upr_gJko9Trthw,1,1,0,0,0
2020-03-05,/blog/category/whats-happening-at-codeclan/,1,6,3048,0,0
2020-03-05,/blog/9-common-misconceptions-coding/,1,4,984,0,0
