date,source,sessions,goal13completions,goal17completions
2020-03-01,search engine,2,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,3,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,7,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,3,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,2,1,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,site referral,1,0,0
2020-03-01,social network,2,0,0
2020-03-01,social network,6,0,0
2020-03-01,social network,1,0,0
2020-03-01,social network,1,0,0
2020-03-01,social network,1,0,0
2020-03-01,social network,1,0,0
2020-03-01,social network,1,0,0
2020-03-01,social network,1,0,0
2020-03-01,search engine,1,0,0
2020-03-01,search engine,2,0,0
2020-03-01,search engine,5,0,0
2020-03-01,site referral,1,0,0
2020-03-01,social network,1,0,0
2020-03-01,social network,4,0,0
2020-03-01,social network,2,0,0
2020-03-01,social network,4,1,1
2020-03-01,social network,1,0,0
2020-03-01,social network,6,0,0
2020-03-01,social network,1,0,0
2020-03-01,email,1,0,0
2020-03-02,direct,2,0,0
2020-03-02,direct,9,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,2,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,0,0
2020-03-02,direct,1,1,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,5,0,0
2020-03-02,social network,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,2,0,0
2020-03-02,social network,3,0,0
2020-03-02,social network,7,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,7,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,4,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,1
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,11,0,0
2020-03-02,search engine,7,0,0
2020-03-02,search engine,21,0,0
2020-03-02,search engine,5,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,9,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,7,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,30,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,3,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,4,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,2,0,0
2020-03-02,search engine,4,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,search engine,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,5,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,3,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,2,0,0
2020-03-02,social network,1,0,0
2020-03-02,social network,1,0,0
2020-03-02,site referral,1,0,0
2020-03-02,email,1,0,0
2020-03-02,search engine,3,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,4,0,0
2020-03-03,direct,2,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,2,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,2,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,1,0,0
2020-03-03,direct,4,0,0
2020-03-03,direct,6,0,0
2020-03-03,direct,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,5,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,site referral,3,0,0
2020-03-03,social network,1,0,0
2020-03-03,site referral,1,0,0
2020-03-03,site referral,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,site referral,1,0,0
2020-03-03,site referral,1,0,0
2020-03-03,other,1,0,0
2020-03-03,other,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,4,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,5,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,9,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,4,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,1
2020-03-03,search engine,5,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,1
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,4,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,18,0,0
2020-03-03,search engine,1,0,1
2020-03-03,search engine,1,0,0
2020-03-03,search engine,4,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,1
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,3,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,2,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,search engine,1,0,0
2020-03-03,site referral,2,0,0
2020-03-03,site referral,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,3,0,0
2020-03-03,social network,1,0,0
2020-03-03,search engine,1,1,1
2020-03-03,site referral,2,0,0
2020-03-03,site referral,2,0,0
2020-03-03,social network,1,0,0
2020-03-03,social network,2,0,0
2020-03-03,site referral,4,0,0
2020-03-03,site referral,6,0,0
2020-03-03,email,4,0,0
2020-03-03,search engine,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,2,0,0
2020-03-04,direct,3,0,0
2020-03-04,direct,3,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,4,0,0
2020-03-04,direct,2,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,2,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,5,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,2,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,1,0,0
2020-03-04,direct,2,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,6,0,0
2020-03-04,search engine,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,social network,22,0,0
2020-03-04,other,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,6,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,8,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,7,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,6,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,1,2
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,5,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,5,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,5,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,6,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,4,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,2,0,0
2020-03-04,search engine,3,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,16,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,search engine,1,0,0
2020-03-04,site referral,2,0,0
2020-03-04,site referral,1,0,0
2020-03-04,site referral,2,0,0
2020-03-04,site referral,3,0,0
2020-03-04,search engine,3,0,0
2020-03-04,social network,1,0,0
2020-03-04,social network,1,0,0
2020-03-04,social network,1,0,0
2020-03-04,social network,1,0,0
2020-03-04,social network,1,0,0
2020-03-04,social network,1,0,0
2020-03-04,social network,1,0,0
2020-03-04,site referral,1,0,0
2020-03-04,search engine,3,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,2,0,0
2020-03-05,direct,2,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,8,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,2,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,4,0,0
2020-03-05,direct,15,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,2,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,6,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,6,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,direct,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,9,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,8,0,0
2020-03-05,search engine,15,0,0
2020-03-05,site referral,2,0,0
2020-03-05,site referral,1,0,0
2020-03-05,site referral,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,social network,1,0,0
2020-03-05,social network,3,0,0
2020-03-05,social network,2,0,0
2020-03-05,other,1,0,0
2020-03-05,search engine,3,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,13,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,3,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,3,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,4,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,5,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,5,0,0
2020-03-05,search engine,13,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,20,0,0
2020-03-05,search engine,6,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,1,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,6,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,10,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,4,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,4,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,8,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,2,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,0,0
2020-03-05,search engine,1,1,0
